id,TLE_LINE1,TLE_LINE2
DELTA 1 DEB,1 12294U 78026EN  26085.92836913  .00000745  00000-0  21706-3 0  9998,2 12294  98.5701  69.6677 0090911 152.6195 207.9830 14.44802486362056
KIKU 3 (ETS 4),1 12295U 81012A   26085.36086445  .00015345  00000-0  15314-2 0  9992,2 12295  28.4782  51.0777 4744100 292.8779  24.6296  6.08788475636134
COSMOS 1244,1 12297U 81013A   26085.67417983  .00000047  00000-0  32820-4 0  9990,2 12297  82.9533 146.7343 0031650  62.9685 109.4257 13.75240101907921
SL-8 R/B,1 12298U 81013B   26085.70409523  .00000055  00000-0  40556-4 0  9990,2 12298  82.9451 110.2348 0028201 284.7348 212.8193 13.76933543265903
COSMOS 1247,1 12303U 81016A   26084.66944375 -.00000742  00000-0  00000-0 0  9993,2 12303  69.0996   0.9847 6244269 341.4526   3.4476  2.02497149333489
ESIAFI 1 (COMSTAR 4),1 12309U 81018A   26085.15962975 -.00000068  00000-0  00000-0 0  9993,2 12309   8.8610 311.7489 0004046  52.5275 307.4276  1.00263098166611
SL-6 R/B(2),1 12311U 81016E   26084.20987415  .00000061  00000-0  00000+0 0  9996,2 12311  71.3303  31.8646 5495916 317.8357  10.9182  2.04668359337094
COSMOS 1249,1 12319U 81021A   26085.93554232 -.00000066  00000-0  20306-4 0  9990,2 12319  64.9663 356.0402 0066378 289.8068  69.5846 13.86769900283441
COSMOS 1250,1 12320U 81022A   26085.49593674 -.00000005  00000-0  66040-4 0  9995,2 12320  74.0262 102.2396 0052489 184.3197 341.6206 12.58280950 69507
COSMOS 1251,1 12321U 81022B   26085.72873787 -.00000008  00000-0  50932-4 0  9994,2 12321  74.0311 175.7059 0045123 276.2926 252.2844 12.56488930 66566
COSMOS 1252,1 12322U 81022C   26085.93171941  .00000007  00000-0  13983-3 0  9993,2 12322  74.0274 244.6753 0034745 352.0812 124.6908 12.54810030 63835
COSMOS 1253,1 12323U 81022D   26085.91431998  .00000007  00000-0  16019-3 0  9996,2 12323  74.0269 250.5520 0017940 175.7016 297.1970 12.45839863 49072
COSMOS 1254,1 12324U 81022E   26085.93843580 -.00000006  00000-0  61125-4 0  9992,2 12324  74.0297 313.1967 0025709  76.6081  29.3406 12.53127171 61072
COSMOS 1255,1 12325U 81022F   26085.99612574 -.00000011  00000-0  33669-4 0  9994,2 12325  74.0334  20.6612 0017060 156.3709 277.9800 12.51490200 58301
COSMOS 1256,1 12326U 81022G   26085.48400912 -.00000003  00000-0  83859-4 0  9997,2 12326  74.0257  97.9084 0013503 281.4979 232.9759 12.49599315 55263
COSMOS 1257,1 12327U 81022H   26085.73930807 -.00000018  00000-0 -16060-4 0  9994,2 12327  74.0304 168.4531 0006320  57.0208 118.6074 12.47856308 52385
SL-8 R/B,1 12328U 81022J   26085.92280277 -.00000043  00000-0 -25570-3 0  9998,2 12328  74.0254  37.0099 0149635 128.9689 289.7843 12.23773214 12869
KYOKKO 1 DEB,1 12329U 78014C   26014.17021909 -.00000065  00000-0 -28376-4 0  9992,2 12329  65.2757 295.1123 1885461 244.3336  95.1384 10.80437328870979
KYOKKO 1 DEB,1 12330U 78014D   26085.92597040  .00000285  00000-0  38636-3 0  9990,2 12330  65.3747 357.0262 1892472  28.3979 340.8096 10.78466012657709
KYOKKO 1 DEB,1 12331U 78014E   26085.35104554  .00000026  00000-0  78002-4 0  9997,2 12331  64.8206 204.1512 1791755  41.3696 330.9869 10.98793532 75497
COSMOS 839 DEB,1 12332U 76067AY  26085.98439123 -.00000018  00000-0  12118-3 0  9993,2 12332  66.0620 350.4152 0716348 126.4153 327.6384 12.32366289 82661
COSMOS 839 DEB,1 12333U 76067AZ  26085.95141848 -.00000049  00000-0  22163-4 0  9991,2 12333  65.9329  50.9143 0735163 324.1586  97.9473 12.45229358564616
OPS 7350,1 12339U 81025A   26085.53344494 -.00000107  00000-0  00000-0 0  9990,2 12339   8.2727 305.5695 0018886 295.1026  60.9110  0.98826030 25016
RADUGA 8,1 12351U 81027A   26085.66500549  .00000028  00000-0  00000-0 0  9996,2 12351   6.4914 290.2038 0079701 272.4555  89.7677  1.00404801121721
COSMOS 1174 DEB,1 12354U 80030Y   26085.38947804  .00009880  00000-0  36318-3 0  9999,2 12354  66.0988  86.5004 0309120 283.9403  72.7526 14.93599077384650
ATLAS CENTAUR R/B,1 12363U 81018B   26085.81119424 -.00000149  00000-0  18411-2 0  9996,2 12363  20.8510   2.2583 7180046  20.5752 357.4837  2.22128380365593
TITAN 3C TRANSTAGE R/B,1 12371U 81025C   26085.19635295 -.00000061  00000-0  00000-0 0  9999,2 12371   6.8456 299.3580 0057738 325.2601  34.2336  1.01338490 26200
DELTA 1 DEB,1 12372U 78026EP  26084.86793784  .00002052  00000-0  49081-3 0  9994,2 12372  98.4549 122.9390 0036796 104.5875  73.9806 14.54271071691509
DELTA 1 DEB,1 12373U 78026EQ  26085.88358794  .00000029  00000-0  48122-4 0  9994,2 12373  99.2155  59.3321 0015396  86.2420 328.8756 14.03125804280364
COSMOS 1261,1 12376U 81031A   26084.86024081 -.00000155  00000-0  00000-0 0  9993,2 12376  68.7812  94.3129 5902804 352.7848   1.4968  2.00780848225808
SL-6 R/B(2),1 12384U 81031D   26085.49726358 -.00000379  00000-0  00000-0 0  9996,2 12384  67.8021  75.3600 6146537   0.8779 359.7418  2.03546315334431
COSMOS 1263,1 12388U 81033A   26085.93864915  .00003923  00000-0  22242-3 0  9995,2 12388  82.8545 282.3915 0578650 343.1616  15.1036 14.29351333259670
SL-8 DEB,1 12404U 80022C   26085.95559540  .00010246  00000-0  20969-2 0  9997,2 12404  82.9041 275.2075 0008835 305.9702  54.0681 14.60703326355150
KYOKKO 1 DEB,1 12406U 78014F   26016.90242314  .00000557  00000-0  69760-3 0  9991,2 12406  65.8816 248.7936 1820679 320.0922  27.9079 10.92525490883076
COSMOS 1266,1 12409U 81037A   26085.48160885 -.00000057  00000-0  27509-4 0  9996,2 12409  64.7620 172.0937 0050092 285.6707  73.8831 13.90610477281181
DELTA 1 DEB,1 12427U 78026ET  26085.97219902  .00003754  00000-0  10543-2 0  9993,2 12427  99.1582 265.8458 0100487 194.8762 318.7439 14.43684719360031
COSMOS 1266 FUEL CORE,1 12435U 81037D   26085.93100223 -.00000077  00000-0  11566-4 0  9993,2 12435  64.7708 336.1481 0035147 255.0523 104.6648 13.93190155284771
COSMOS 1269,1 12442U 81041A   26085.68664468  .00000106  00000-0  47907-4 0  9994,2 12442  74.0541 156.1973 0008979  38.9394 321.2402 14.33108895344161
SL-8 R/B,1 12443U 81041B   26085.96574304  .00000212  00000-0  81743-4 0  9999,2 12443  74.0530  59.7156 0002885  89.0733 271.0750 14.36039523347441
ATLAS CENTAUR R/B,1 12445U 80098B   26085.55641249  .00005039  00000-0  99608-3 0  9990,2 12445  23.6140 164.5323 4098642 166.2540 209.6292  7.13806528 58176
TITAN 34B R/B,1 12446U 81038B   26084.63426818  .00005404  00000-0  11909-2 0  9990,2 12446  63.2157 313.5534 5571645 290.0370  20.0645  4.68560284 92091
SL-12 R/B(2),1 12447U 80081F   26085.93399733 -.00000292  00000-0  00000-0 0  9996,2 12447   6.3711 291.0132 0005823  47.3346 330.2542  0.99977574163568
METEOR 2-7,1 12456U 81043A   26085.37489083  .00000214  00000-0  11080-3 0  9997,2 12456  81.2682 179.6229 0046930   6.8809 353.2996 14.11034143307375
SL-3 R/B,1 12457U 81043B   26085.97060698  .00000074  00000-0  35111-4 0  9997,2 12457  81.2718 263.4351 0064520 124.8558 235.8702 14.07676864303240
NOVA 1,1 12458U 81044A   26085.92751286  .00000063  00000-0  12736-3 0  9999,2 12458  89.8417  89.8544 0014475 169.3913 254.2621 13.23289589165644
SL-3 R/B,1 12465U 81046B   26085.97837048  .00012651  00000-0  29028-3 0  9993,2 12465  81.2287 268.9732 0018317 321.2296  38.7632 15.42408666441099
SL-12 R/B(2),1 12471U 80104E   26085.90303089  .00000047  00000-0  00000-0 0  9992,2 12471   5.6968 287.8246 0030640 194.7560  18.2179  1.01338587119121
GOES 5,1 12472U 81049A   26085.60427409 -.00000178  00000-0  00000-0 0  9998,2 12472   9.5069 316.2048 0004187 342.4616   9.2616  1.00207800122015
INTELSAT 501,1 12474U 81050A   26085.57545001 -.00000229  00000-0  00000-0 0  9994,2 12474  11.0952 325.1884 0005390 322.1232 228.0680  0.98852356136856
ATLAS CENTAUR R/B,1 12497U 81050B   26085.02006405  .00009593  00000-0  78819-3 0  9997,2 12497  23.9461 332.3607 3254896 191.9975 157.9264  8.79329287169658
COSMOS 1275,1 12504U 81053A   26085.40959361  .00000055  00000-0  41127-4 0  9996,2 12504  82.9621 326.5942 0040804  50.9732 309.5045 13.74527418247905
SL-8 R/B,1 12508U 81053B   26085.91851338  .00000068  00000-0  53734-4 0  9992,2 12508  82.9548 288.7516 0036230 241.1847 118.5671 13.76636189256093
DELTA 1 DEB,1 12527U 76077DG  26085.37078353  .00000053  00000-0  75329-3 0  9998,2 12527 102.1478  56.2763 0038043 189.2351 328.3108 12.38101408141704
DELTA 1 DEB,1 12528U 76077DH  26085.94100896 -.00000023  00000-0  19551-3 0  9993,2 12528 102.5606  70.9918 0078184  78.8466 342.0133 12.27223108161092
DELTA 1 DEB,1 12529U 76077DJ  26085.30501012 -.00019571  00000-0 -33916+0 0  9995,2 12529 103.5217 214.1714 0706233 259.0808  93.0000 11.25484352822642
DELTA 1 DEB,1 12530U 76077DK  26085.89282303 -.00000045  00000-0  33966-5 0  9996,2 12530 102.5615  74.2145 0126823 103.9308 327.9192 12.27054561 72995
DELTA 1 DEB,1 12531U 76077DL  26085.96576869 -.00000037  00000-0  41549-4 0  9994,2 12531 101.7786 238.7622 0135720 257.7019 228.3724 12.18511506 37225
DELTA 1 DEB,1 12532U 76077DM  26085.94791318  .00001343  00000-0  55340-2 0  9993,2 12532 102.1360  78.0129 0244771  87.3499 332.5177 12.78199079370304
DELTA 1 DEB,1 12533U 76077DN  26085.64938341  .00000349  00000-0  26537-2 0  9991,2 12533 101.7435  53.5971 0060626  77.6960 102.8639 12.47393255145990
DELTA 1 DEB,1 12534U 76077DP  26085.54275319  .00000287  00000-0  25545-2 0  9999,2 12534 102.0135 154.8487 0064823 225.0946 241.5483 12.37166118159038
DELTA 1 DEB,1 12535U 76077DQ  26084.83745807 -.00000037  00000-0  30155-4 0  9994,2 12535 102.3236  38.2304 0401305 319.1420  63.5288 11.66350541 52931
DELTA 1 DEB,1 12536U 76077DR  26085.50928846  .00001110  00000-0  13433-1 0  9995,2 12536 101.7550 188.5606 0477161 351.1810  21.8414 11.79473164 44121
DELTA 1 DEB,1 12537U 76077DS  26085.57928096  .00000126  00000-0  17276-2 0  9996,2 12537 102.3052  51.8213 0162213  58.9505 353.2000 12.11604969 26820
DELTA 1 DEB,1 12538U 76077DT  26085.20650966 -.00000066  00000-0 -23771-3 0  9998,2 12538 102.7714 182.0283 0197421  43.9699 345.8580 12.05742286 22432
DELTA 1 DEB,1 12539U 76077DU  26085.69141684  .00004098  00000-0  14101-1 0  9996,2 12539 101.7057 358.9831 0362624  96.7190 297.0909 12.78589035118942
DELTA 1 DEB,1 12540U 76077DV  26085.88349402 -.00000241  00000-0 -13111-2 0  9996,2 12540 102.4320 204.9481 0047272 147.2263 335.5873 12.47134980 90485
DELTA 1 DEB,1 12542U 76077DX  26085.87939854  .00000031  00000-0  48680-3 0  9998,2 12542 101.9451  69.4413 0060695  81.1104 310.9526 12.52385958 67787
COSMOS 839 DEB,1 12543U 76067BA  26085.90460746  .00001328  00000-0  48544-2 0  9999,2 12543  66.0316 357.2297 0627247 110.4219 327.5262 12.44483515247647
METEOSAT 2,1 12544U 81057A   26085.90129756 -.00000245  00000-0  00000-0 0  9999,2 12544  10.4104 319.8723 0030613  14.8782 156.4937  0.98726716123034
APPLE,1 12545U 81057B   26085.53318494 -.00000246  00000-0  00000-0 0  9999,2 12545   7.2233 297.4818 0022447 227.4781 135.1804  1.00031995121560
CAT 3,1 12546U 81057C   26085.74131049  .00005056  00000-0  61976-3 0  9997,2 12546  10.1869 263.3140 5712634 323.3372   8.5636  4.50128549411344
COSMOS 1249 FUEL CORE,1 12551U 81021C   26085.34341600 -.00000079  00000-0  90956-5 0  9999,2 12551  64.9649  70.1420 0056972 241.2310 118.3024 13.90548720289951
NOAA 7,1 12553U 81059A   26085.59861911  .00000044  00000-0  43153-4 0  9998,2 12553  98.8028 153.5037 0012178 140.7831 219.4228 14.17776832313045
NOAA 7 DEB,1 12559U 81059B   26085.89076152  .00004802  00000-0  88018-3 0  9996,2 12559  98.9451 217.8649 0002564 228.1535 230.3538 14.66300464345684
NOAA 7 DEB,1 12560U 81059C   26085.94875476  .00004301  00000-0  81572-3 0  9992,2 12560  98.9341 208.8498 0002128 193.4196 289.6324 14.64831015345453
EKRAN 7,1 12564U 81061A   26085.84847293 -.00000325  00000-0  00000-0 0  9991,2 12564   6.7237 293.7654 0006170  50.5969 245.1146  1.00262138128680
DELTA 1 DEB,1 12580U 76077DY  26085.15621603  .00000263  00000-0  57074-2 0  9994,2 12580 102.4373 160.1977 0613885 306.7150  73.3546 11.28326474975616
DELTA 1 DEB,1 12581U 76077DZ  26085.12847551 -.00000093  00000-0 -78331-3 0  9997,2 12581 102.4676 329.5788 0381354 286.9190 235.4640 11.70246987 55678
SL-3 R/B,1 12586U 81065B   26085.94690341  .00008247  00000-0  25620-3 0  9998,2 12586  97.6308 128.7649 0010189 305.5801  54.4490 15.33582636437603
RADUGA 9,1 12618U 81069A   26085.56672508 -.00000268  00000-0  00000-0 0  9999,2 12618   6.7864 294.2452 0000636 112.1520  75.2737  1.00199039 46515
DYNAMICS EXPLORER 1,1 12624U 81070A   26083.96636452 -.00000006  00000-0 -23172-3 0  9997,2 12624  90.9216  46.8034 6235445 229.6908  56.6608  3.52910626722189
COSMOS 1285,1 12627U 81071A   26084.66356197 -.00000453  00000-0  00000-0 0  9991,2 12627  68.4991  96.9052 6051969 354.4149 191.9399  1.98065028244846
FLTSATCOM 5,1 12635U 81073A   26085.76952831 -.00000046  00000-0  00000-0 0  9999,2 12635  14.0489 308.5598 0006325 163.5859  27.0506  0.98605048132259
COSMOS 1287,1 12636U 81074A   26085.57821409 -.00000007  00000-0  58552-4 0  9992,2 12636  74.0338 312.3617 0030404 133.6852 226.6723 12.44353811 28153
COSMOS 1288,1 12637U 81074B   26085.38979610 -.00000002  00000-0  93827-4 0  9999,2 12637  74.0330 217.7911 0017378  35.9800  30.9458 12.46711918 31336
COSMOS 1289,1 12638U 81074C   26085.94402789  .00000009  00000-0  15710-3 0  9990,2 12638  74.0305 253.8206 0025180 213.6836 262.8974 12.54723674 44470
COSMOS 1290,1 12639U 81074D   26085.87891612 -.00000013  00000-0  18558-4 0  9990,2 12639  74.0357 330.3232 0015288 302.0715 140.0361 12.52833417 41351
COSMOS 1291,1 12640U 81074E   26085.91995463 -.00000003  00000-0  84268-4 0  9996,2 12640  74.0339  49.3351 0004035  11.1272  51.4883 12.50886011 38194
COSMOS 1292,1 12641U 81074F   26085.54465490 -.00000017  00000-0 -10343-4 0  9997,2 12641  74.0318 136.1329 0009114 268.2932 162.3254 12.48740114 34766
COSMOS 1293,1 12642U 81074G   26085.67861050 -.00000012  00000-0  24858-4 0  9994,2 12642  74.0346 172.7938 0035362 125.7948  28.2428 12.56718349 47703
COSMOS 1294,1 12643U 81074H   26085.44774385  .00000000  00000-0  96553-4 0  9991,2 12643  74.0291  88.3043 0045751  20.8508 130.8193 12.58770347 50983
SL-8 R/B,1 12644U 81074J   26085.96612140  .00000014  00000-0  25702-3 0  9991,2 12644  74.0346 319.1890 0131075 242.6411 232.0453 12.26013226997651
INTERCOSMOS 22,1 12645U 81075A   26085.94719878  .00000147  00000-0  62719-4 0  9994,2 12645  81.2144 288.6405 0063906  85.2735 275.5735 14.18963275308389
SL-3 R/B,1 12646U 81075B   26085.71621381  .00000116  00000-0  50717-4 0  9992,2 12646  81.2299 355.1599 0066574 195.5177 183.9799 14.16415708305036
DELTA 1 DEB,1 12647U 76077EA  26085.20938962 -.00000154  00000-0 -15076-2 0  9990,2 12647 100.6663 177.8605 0353545  14.6599  12.5216 11.86640642 78085
COSMOS 1275 DEB,1 12648U 81053C   26085.94379602  .00000317  00000-0  28172-3 0  9993,2 12648  82.9651 268.4029 0014913  47.6813  63.3337 13.81725199246319
COSMOS 1275 DEB,1 12649U 81053D   26085.96958146  .00000419  00000-0  37686-3 0  9995,2 12649  82.9143 255.6421 0048544  23.7216 105.0695 13.81389921239940
COSMOS 1275 DEB,1 12650U 81053E   26085.97429528  .00000415  00000-0  37238-3 0  9994,2 12650  82.9326 293.0779 0064295  57.6077  51.2599 13.80949535239890
COSMOS 1275 DEB,1 12652U 81053G   26085.96726956  .00001611  00000-0  10217-2 0  9996,2 12652  82.9361  60.4107 0049781 214.4003 202.1134 14.02731838184359
COSMOS 1275 DEB,1 12653U 81053H   26085.62333910  .00000536  00000-0  43165-3 0  9998,2 12653  82.9366 155.3686 0032265 170.0021 355.5491 13.88526931250898
COSMOS 1275 DEB,1 12654U 81053J   26085.97641036  .00001022  00000-0  57630-3 0  9991,2 12654  82.9774 284.0827 0045385 138.3620 344.1946 14.08897336276528
COSMOS 1275 DEB,1 12655U 81053K   26085.96318727  .00000133  00000-0  11926-3 0  9999,2 12655  82.9558 292.7525 0032066 299.5383 172.4012 13.76812035242085
COSMOS 1275 DEB,1 12656U 81053L   26085.54651476  .00000539  00000-0  40617-3 0  9994,2 12656  82.9578 115.3908 0022935 322.7748 189.7963 13.92482314257095
COSMOS 1275 DEB,1 12658U 81053N   26085.42538369  .00002614  00000-0  10087-2 0  9991,2 12658  82.9697 209.1865 0032188 330.6892  96.8020 14.29654774278415
COSMOS 1275 DEB,1 12659U 81053P   26085.94783956  .00001012  00000-0  79669-3 0  9996,2 12659  82.7374 286.1534 0064905  86.3162  27.9114 13.89864845243161
COSMOS 1275 DEB,1 12660U 81053Q   26085.26631080  .00000671  00000-0  75488-3 0  9998,2 12660  82.8544 162.2674 0130560  25.2505  39.8608 13.65847866210720
COSMOS 1275 DEB,1 12661U 81053R   26085.67978932  .00000982  00000-0  10073-2 0  9997,2 12661  82.8015 327.5362 0120465  78.5090 295.8116 13.72214616218698
COSMOS 1275 DEB,1 12662U 81053S   26085.92736606  .00000179  00000-0  16271-3 0  9991,2 12662  82.9524 282.5500 0020981 247.7332 227.4894 13.78171872243403
COSMOS 1275 DEB,1 12663U 81053T   26085.91464749  .00000743  00000-0  60720-3 0  9992,2 12663  82.9525 222.7855 0049666  40.2271  83.1518 13.87826982247798
COSMOS 1275 DEB,1 12664U 81053U   26085.46488848  .00000506  00000-0  50802-3 0  9996,2 12664  82.8943 332.8279 0077676 148.4159  24.8971 13.74412547230840
COSMOS 1275 DEB,1 12665U 81053V   26085.91019242  .00000364  00000-0  31446-3 0  9990,2 12665  82.9650 238.9463 0034537  19.7206 101.6142 13.83670678247944
COSMOS 1275 DEB,1 12666U 81053W   26085.55241465  .00000380  00000-0  37880-3 0  9991,2 12666  82.8682 282.4935 0069131 122.4173 265.9260 13.74377097231734
COSMOS 1275 DEB,1 12667U 81053X   26085.97195333  .00000621  00000-0  54786-3 0  9992,2 12667  82.8337  80.5243 0032691 304.2356 115.3582 13.83541111243160
COSMOS 1275 DEB,1 12668U 81053Y   26085.45372986  .00000475  00000-0  28891-3 0  9992,2 12668  83.1054 146.6468 0055125  93.5244 282.5456 14.03433166274686
COSMOS 1275 DEB,1 12669U 81053Z   26085.92501184  .00001802  00000-0  11004-2 0  9991,2 12669  82.9988 235.3022 0069722  37.3252  85.5867 14.04272025253168
COSMOS 1275 DEB,1 12670U 81053AA  26085.98452316  .00000458  00000-0  41460-3 0  9997,2 12670  82.9365 266.0574 0054763 297.5125 175.2497 13.81080570242429
COSMOS 1275 DEB,1 12671U 81053AB  26085.91213459  .00002082  00000-0  11343-2 0  9995,2 12671  82.9036 254.3547 0020644 146.7094 213.5386 14.11642699268247
COSMOS 1275 DEB,1 12672U 81053AC  26085.87920860  .00000520  00000-0  45245-3 0  9996,2 12672  82.9417 232.1096 0027179 132.1257 349.7865 13.84016577247020
COSMOS 1275 DEB,1 12673U 81053AD  26085.39850392  .00002379  00000-0  12821-2 0  9993,2 12673  82.8509 207.9068 0038565  99.3118 323.2317 14.12003162263218
COSMOS 1275 DEB,1 12674U 81053AE  26085.93673757  .00000610  00000-0  60160-3 0  9998,2 12674  82.9331  67.3320 0098565 211.5570 213.8214 13.75046048228521
COSMOS 1275 DEB,1 12675U 81053AF  26085.62124995  .00000606  00000-0  55164-3 0  9993,2 12675  82.9371 324.1087 0063776 155.9537 222.5850 13.80912712237158
COSMOS 1275 DEB,1 12676U 81053AG  26085.54904186  .00000519  00000-0  42983-3 0  9991,2 12676  82.9477 182.9770 0041575 335.4299  35.3516 13.86753927249270
HIMAWARI 2 (GMS 2),1 12677U 81076A   26085.86827742 -.00000139  00000-0  00000-0 0  9994,2 12677   8.1590 304.7244 0011538 333.6441  35.0286  0.99558097131410
DELTA 1 R/B(2),1 12679U 81070E   26081.38968592 -.00000042  00000-0 -21830-3 0  9993,2 12679  90.9437  47.8677 6223603 242.4649  42.3597  3.53062525572185
SL-6 R/B(2),1 12680U 81071D   26085.59946907  .00000641  00000-0  00000-0 0  9995,2 12680  66.2223  61.4155 6735243  16.5555 357.4353  1.99238842243105
COSMOS 1295,1 12681U 81077A   26085.90278073  .00000058  00000-0  43265-4 0  9995,2 12681  82.9219 182.0023 0044952 142.8773 355.0751 13.76638698240923
SL-8 R/B,1 12682U 81077B   26085.64451795  .00000035  00000-0  19303-4 0  9992,2 12682  82.9163 138.8554 0033668 357.3485   2.7489 13.78894268244146
COSMOS 1275 DEB,1 12690U 81053AJ  26085.94009057  .00001686  00000-0  13999-2 0  9994,2 12690  82.9526  36.5319 0092831 347.5028  75.2992 13.86208185232734
COSMOS 1275 DEB,1 12692U 81053AL  26085.46149589  .00001665  00000-0  58358-3 0  9994,2 12692  82.8925 101.7855 0064439 262.1804  97.2066 14.33461109306160
COSMOS 1275 DEB,1 12693U 81053AM  26085.51052377  .00000465  00000-0  20436-3 0  9992,2 12693  83.1472   0.8277 0044629 302.3648 179.7458 14.21070032976321
COSMOS 1275 DEB,1 12694U 81053AN  26085.28066137  .00000357  00000-0  42032-3 0  9992,2 12694  83.0838 158.7870 0117104 111.9069 313.7894 13.62348913211684
COSMOS 1275 DEB,1 12695U 81053AP  26085.60560812  .00000522  00000-0  51552-3 0  9999,2 12695  83.0115 322.3108 0105941 265.3322 119.6319 13.74527303217730
